author_first,voice_first,L_first,R_first,author_second,voice_second,L_second,R_second,result,validation
a316c1134a0e8af3c8c28d7579a6f2bb,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202421ed1ec7368c527d38c/ru.e6cf05c4-6947-44d8-8566-36109772a0d0.wav,300227,460227,7ed8427e6d4de2eb50e87af733a17d66,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a04a4037773593b113e3/ru.d3f1cce4-2c57-42bf-a657-adaf484b1ca5.wav,162290,322290,0,False
573e0047173faab18e91870dbcb2c4ba,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203adfe8fb5a63569497e59/ru.b895aad5-88a8-4946-b164-96a6038b96e0.wav,1495698,1655698,698d16fd85e7803fefc5eee6fb70ec73,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f79f70069f563c530e094c/ru.a731c3c0-995d-4016-831a-1701eb81ac39.amr,531135,691135,1,False
573e0047173faab18e91870dbcb2c4ba,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203adfe8fb5a63569497e59/ru.b895aad5-88a8-4946-b164-96a6038b96e0.wav,1495698,1655698,4bd229833dcb16d413c04c4de0549de5,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61fed72bbfae83402457529b/ru.c4e438a9-fed6-4eb6-ab51-c5145a702087.wav,1370213,1530213,1,False
573e0047173faab18e91870dbcb2c4ba,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203adfe8fb5a63569497e59/ru.b895aad5-88a8-4946-b164-96a6038b96e0.wav,1495698,1655698,0e1f8f74ba6e46aca018222ce542f5d8,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202b4b5e9122f1801ad0035/ru.e6ab1649-1518-4516-9ddb-18949f0326e7.wav,1234334,1394334,1,False
573e0047173faab18e91870dbcb2c4ba,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203adfe8fb5a63569497e59/ru.b895aad5-88a8-4946-b164-96a6038b96e0.wav,1495698,1655698,5b8d861b3ad503716b9673827ab99620,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7ec3156ef241fa1f6e7a6/ru.1ab8555d-4e26-4dc1-b3ff-02bc0cb2c0df.wav,192925,352925,1,False
573e0047173faab18e91870dbcb2c4ba,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203adfe8fb5a63569497e59/ru.b895aad5-88a8-4946-b164-96a6038b96e0.wav,1495698,1655698,5e93af1adef5ea6b56a973cee9f2793f,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7b95d01c201589b7e6701/ru.7e030b40-2468-460c-b975-fefd89caf6c8.wav,886698,1046698,1,False
573e0047173faab18e91870dbcb2c4ba,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203adfe8fb5a63569497e59/ru.b895aad5-88a8-4946-b164-96a6038b96e0.wav,1495698,1655698,7ed8427e6d4de2eb50e87af733a17d66,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a04a4037773593b113e3/ru.d3f1cce4-2c57-42bf-a657-adaf484b1ca5.wav,162290,322290,1,False
573e0047173faab18e91870dbcb2c4ba,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203adfe8fb5a63569497e59/ru.b895aad5-88a8-4946-b164-96a6038b96e0.wav,1495698,1655698,a316c1134a0e8af3c8c28d7579a6f2bb,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202421ed1ec7368c527d38c/ru.e6cf05c4-6947-44d8-8566-36109772a0d0.wav,300227,460227,1,False
fe7466c28f320f48064d6c5282ccb8e6,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa2ba3c63956136208f6fc/ru.242793e5-430c-4982-8ddc-3c02e7654d2e.wav,1853824,2013824,698d16fd85e7803fefc5eee6fb70ec73,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f79f70069f563c530e094c/ru.a731c3c0-995d-4016-831a-1701eb81ac39.amr,531135,691135,1,False
fe7466c28f320f48064d6c5282ccb8e6,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa2ba3c63956136208f6fc/ru.242793e5-430c-4982-8ddc-3c02e7654d2e.wav,1853824,2013824,4bd229833dcb16d413c04c4de0549de5,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61fed72bbfae83402457529b/ru.c4e438a9-fed6-4eb6-ab51-c5145a702087.wav,1370213,1530213,1,False
fe7466c28f320f48064d6c5282ccb8e6,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa2ba3c63956136208f6fc/ru.242793e5-430c-4982-8ddc-3c02e7654d2e.wav,1853824,2013824,0e1f8f74ba6e46aca018222ce542f5d8,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202b4b5e9122f1801ad0035/ru.e6ab1649-1518-4516-9ddb-18949f0326e7.wav,1234334,1394334,1,False
fe7466c28f320f48064d6c5282ccb8e6,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa2ba3c63956136208f6fc/ru.242793e5-430c-4982-8ddc-3c02e7654d2e.wav,1853824,2013824,5b8d861b3ad503716b9673827ab99620,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7ec3156ef241fa1f6e7a6/ru.1ab8555d-4e26-4dc1-b3ff-02bc0cb2c0df.wav,192925,352925,1,False
fe7466c28f320f48064d6c5282ccb8e6,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa2ba3c63956136208f6fc/ru.242793e5-430c-4982-8ddc-3c02e7654d2e.wav,1853824,2013824,5e93af1adef5ea6b56a973cee9f2793f,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7b95d01c201589b7e6701/ru.7e030b40-2468-460c-b975-fefd89caf6c8.wav,886698,1046698,1,False
fe7466c28f320f48064d6c5282ccb8e6,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa2ba3c63956136208f6fc/ru.242793e5-430c-4982-8ddc-3c02e7654d2e.wav,1853824,2013824,7ed8427e6d4de2eb50e87af733a17d66,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a04a4037773593b113e3/ru.d3f1cce4-2c57-42bf-a657-adaf484b1ca5.wav,162290,322290,1,False
fe7466c28f320f48064d6c5282ccb8e6,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61fa2ba3c63956136208f6fc/ru.242793e5-430c-4982-8ddc-3c02e7654d2e.wav,1853824,2013824,a316c1134a0e8af3c8c28d7579a6f2bb,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202421ed1ec7368c527d38c/ru.e6cf05c4-6947-44d8-8566-36109772a0d0.wav,300227,460227,1,False
76a4dcde602684c31c436ec50096755d,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203c633474dd04f93390751/ru.0c671a6c-2865-44fa-a7d2-ce842114b1da.wav,1102946,1262946,698d16fd85e7803fefc5eee6fb70ec73,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f79f70069f563c530e094c/ru.a731c3c0-995d-4016-831a-1701eb81ac39.amr,531135,691135,1,False
76a4dcde602684c31c436ec50096755d,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203c633474dd04f93390751/ru.0c671a6c-2865-44fa-a7d2-ce842114b1da.wav,1102946,1262946,4bd229833dcb16d413c04c4de0549de5,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61fed72bbfae83402457529b/ru.c4e438a9-fed6-4eb6-ab51-c5145a702087.wav,1370213,1530213,1,False
76a4dcde602684c31c436ec50096755d,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203c633474dd04f93390751/ru.0c671a6c-2865-44fa-a7d2-ce842114b1da.wav,1102946,1262946,0e1f8f74ba6e46aca018222ce542f5d8,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202b4b5e9122f1801ad0035/ru.e6ab1649-1518-4516-9ddb-18949f0326e7.wav,1234334,1394334,1,False
76a4dcde602684c31c436ec50096755d,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203c633474dd04f93390751/ru.0c671a6c-2865-44fa-a7d2-ce842114b1da.wav,1102946,1262946,5b8d861b3ad503716b9673827ab99620,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7ec3156ef241fa1f6e7a6/ru.1ab8555d-4e26-4dc1-b3ff-02bc0cb2c0df.wav,192925,352925,1,False
76a4dcde602684c31c436ec50096755d,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203c633474dd04f93390751/ru.0c671a6c-2865-44fa-a7d2-ce842114b1da.wav,1102946,1262946,5e93af1adef5ea6b56a973cee9f2793f,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7b95d01c201589b7e6701/ru.7e030b40-2468-460c-b975-fefd89caf6c8.wav,886698,1046698,1,False
76a4dcde602684c31c436ec50096755d,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203c633474dd04f93390751/ru.0c671a6c-2865-44fa-a7d2-ce842114b1da.wav,1102946,1262946,7ed8427e6d4de2eb50e87af733a17d66,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a04a4037773593b113e3/ru.d3f1cce4-2c57-42bf-a657-adaf484b1ca5.wav,162290,322290,1,False
76a4dcde602684c31c436ec50096755d,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203c633474dd04f93390751/ru.0c671a6c-2865-44fa-a7d2-ce842114b1da.wav,1102946,1262946,a316c1134a0e8af3c8c28d7579a6f2bb,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202421ed1ec7368c527d38c/ru.e6cf05c4-6947-44d8-8566-36109772a0d0.wav,300227,460227,1,False
1617fa7e2de96b86555074c2e2e04439,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f776f9e6f0a56bac17ea01/ru.b57fa39e-6bd4-48fd-9d07-b8ed2e572564.wav,118224,278224,698d16fd85e7803fefc5eee6fb70ec73,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f79f70069f563c530e094c/ru.a731c3c0-995d-4016-831a-1701eb81ac39.amr,531135,691135,1,False
1617fa7e2de96b86555074c2e2e04439,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f776f9e6f0a56bac17ea01/ru.b57fa39e-6bd4-48fd-9d07-b8ed2e572564.wav,118224,278224,4bd229833dcb16d413c04c4de0549de5,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61fed72bbfae83402457529b/ru.c4e438a9-fed6-4eb6-ab51-c5145a702087.wav,1370213,1530213,1,False
1617fa7e2de96b86555074c2e2e04439,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f776f9e6f0a56bac17ea01/ru.b57fa39e-6bd4-48fd-9d07-b8ed2e572564.wav,118224,278224,0e1f8f74ba6e46aca018222ce542f5d8,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202b4b5e9122f1801ad0035/ru.e6ab1649-1518-4516-9ddb-18949f0326e7.wav,1234334,1394334,1,False
1617fa7e2de96b86555074c2e2e04439,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f776f9e6f0a56bac17ea01/ru.b57fa39e-6bd4-48fd-9d07-b8ed2e572564.wav,118224,278224,5b8d861b3ad503716b9673827ab99620,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7ec3156ef241fa1f6e7a6/ru.1ab8555d-4e26-4dc1-b3ff-02bc0cb2c0df.wav,192925,352925,1,False
1617fa7e2de96b86555074c2e2e04439,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f776f9e6f0a56bac17ea01/ru.b57fa39e-6bd4-48fd-9d07-b8ed2e572564.wav,118224,278224,5e93af1adef5ea6b56a973cee9f2793f,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7b95d01c201589b7e6701/ru.7e030b40-2468-460c-b975-fefd89caf6c8.wav,886698,1046698,1,False
1617fa7e2de96b86555074c2e2e04439,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f776f9e6f0a56bac17ea01/ru.b57fa39e-6bd4-48fd-9d07-b8ed2e572564.wav,118224,278224,7ed8427e6d4de2eb50e87af733a17d66,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a04a4037773593b113e3/ru.d3f1cce4-2c57-42bf-a657-adaf484b1ca5.wav,162290,322290,1,False
1617fa7e2de96b86555074c2e2e04439,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f776f9e6f0a56bac17ea01/ru.b57fa39e-6bd4-48fd-9d07-b8ed2e572564.wav,118224,278224,a316c1134a0e8af3c8c28d7579a6f2bb,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202421ed1ec7368c527d38c/ru.e6cf05c4-6947-44d8-8566-36109772a0d0.wav,300227,460227,1,False
9c933847c86cd8ddb8cc63a87d764aaa,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6e4d3e30a0472b02ee738/ru.3a1733a8-7f9e-4722-b0b2-23b8d3534a17.wav,758328,918328,698d16fd85e7803fefc5eee6fb70ec73,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f79f70069f563c530e094c/ru.a731c3c0-995d-4016-831a-1701eb81ac39.amr,531135,691135,1,False
9c933847c86cd8ddb8cc63a87d764aaa,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6e4d3e30a0472b02ee738/ru.3a1733a8-7f9e-4722-b0b2-23b8d3534a17.wav,758328,918328,4bd229833dcb16d413c04c4de0549de5,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61fed72bbfae83402457529b/ru.c4e438a9-fed6-4eb6-ab51-c5145a702087.wav,1370213,1530213,1,False
9c933847c86cd8ddb8cc63a87d764aaa,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6e4d3e30a0472b02ee738/ru.3a1733a8-7f9e-4722-b0b2-23b8d3534a17.wav,758328,918328,0e1f8f74ba6e46aca018222ce542f5d8,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202b4b5e9122f1801ad0035/ru.e6ab1649-1518-4516-9ddb-18949f0326e7.wav,1234334,1394334,1,False
9c933847c86cd8ddb8cc63a87d764aaa,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6e4d3e30a0472b02ee738/ru.3a1733a8-7f9e-4722-b0b2-23b8d3534a17.wav,758328,918328,5b8d861b3ad503716b9673827ab99620,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7ec3156ef241fa1f6e7a6/ru.1ab8555d-4e26-4dc1-b3ff-02bc0cb2c0df.wav,192925,352925,1,False
9c933847c86cd8ddb8cc63a87d764aaa,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6e4d3e30a0472b02ee738/ru.3a1733a8-7f9e-4722-b0b2-23b8d3534a17.wav,758328,918328,5e93af1adef5ea6b56a973cee9f2793f,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7b95d01c201589b7e6701/ru.7e030b40-2468-460c-b975-fefd89caf6c8.wav,886698,1046698,1,False
9c933847c86cd8ddb8cc63a87d764aaa,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6e4d3e30a0472b02ee738/ru.3a1733a8-7f9e-4722-b0b2-23b8d3534a17.wav,758328,918328,7ed8427e6d4de2eb50e87af733a17d66,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a04a4037773593b113e3/ru.d3f1cce4-2c57-42bf-a657-adaf484b1ca5.wav,162290,322290,1,False
9c933847c86cd8ddb8cc63a87d764aaa,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6e4d3e30a0472b02ee738/ru.3a1733a8-7f9e-4722-b0b2-23b8d3534a17.wav,758328,918328,a316c1134a0e8af3c8c28d7579a6f2bb,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202421ed1ec7368c527d38c/ru.e6cf05c4-6947-44d8-8566-36109772a0d0.wav,300227,460227,1,False
7e0c1e8e580c462d77e724678177f900,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6c9876883f87caa08f022/ru.5a7b73b0-6808-49ba-b316-366d62a68d87.mp3,686776,846776,698d16fd85e7803fefc5eee6fb70ec73,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f79f70069f563c530e094c/ru.a731c3c0-995d-4016-831a-1701eb81ac39.amr,531135,691135,1,False
7e0c1e8e580c462d77e724678177f900,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6c9876883f87caa08f022/ru.5a7b73b0-6808-49ba-b316-366d62a68d87.mp3,686776,846776,4bd229833dcb16d413c04c4de0549de5,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--61fed72bbfae83402457529b/ru.c4e438a9-fed6-4eb6-ab51-c5145a702087.wav,1370213,1530213,1,False
7e0c1e8e580c462d77e724678177f900,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6c9876883f87caa08f022/ru.5a7b73b0-6808-49ba-b316-366d62a68d87.mp3,686776,846776,0e1f8f74ba6e46aca018222ce542f5d8,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6202b4b5e9122f1801ad0035/ru.e6ab1649-1518-4516-9ddb-18949f0326e7.wav,1234334,1394334,1,False
7e0c1e8e580c462d77e724678177f900,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6c9876883f87caa08f022/ru.5a7b73b0-6808-49ba-b316-366d62a68d87.mp3,686776,846776,5b8d861b3ad503716b9673827ab99620,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7ec3156ef241fa1f6e7a6/ru.1ab8555d-4e26-4dc1-b3ff-02bc0cb2c0df.wav,192925,352925,1,False
7e0c1e8e580c462d77e724678177f900,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6c9876883f87caa08f022/ru.5a7b73b0-6808-49ba-b316-366d62a68d87.mp3,686776,846776,5e93af1adef5ea6b56a973cee9f2793f,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f7b95d01c201589b7e6701/ru.7e030b40-2468-460c-b975-fefd89caf6c8.wav,886698,1046698,1,False
7e0c1e8e580c462d77e724678177f900,pool_31406799_14-02-2022_13-22-34/assignment_0001df3acf--61f6c9876883f87caa08f022/ru.5a7b73b0-6808-49ba-b316-366d62a68d87.mp3,686776,846776,7ed8427e6d4de2eb50e87af733a17d66,pool_31546723_14-02-2022_13-23-16/assignment_0001e15d63--6203a04a4037773593b113e3/ru.d3f1cce4-2c57-42bf-a657-adaf484b1ca5.wav,162290,322290,1,False
